Model,Series_ID,Horizon,MAE,RMSE
Chronos-2,MT_358,96,39.601386312599274,54.522374570713275
Chronos-2,MT_359,96,8.371190034652601,10.604350353719612
Chronos-2,MT_360,96,38.6852825203834,55.91121304550175
Chronos-2,MT_361,96,24.835584012548285,38.83995754037222
Chronos-2,MT_362,96,4959.9185791015625,6042.023441909188
Chronos-2,MT_363,96,261.25599125836646,401.658480463281
Chronos-2,MT_364,96,72.72353941021505,102.80793720440799
Chronos-2,MT_365,96,3.4778972142989137,6.713900649618003
Chronos-2,MT_366,96,2.8332495049604183,4.394834110662234
Chronos-2,MT_367,96,35.61880731345407,47.426826538140375
Chronos-2,MT_368,96,15.067965093956564,19.800599192396387
Chronos-2,MT_369,96,36.733258636116666,46.68212859949821
Chronos-2,MT_370,96,1210.2743304828227,1424.5255452755434
